Call  Failure,Complains,Subscription  Length,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Status,Customer Value,Churn
1,0,6,1308,11,0,2,3,0,52.76,1
1,0,9,1297,18,0,4,3,0,52.6,1
1,0,32,1903,35,22,27,3,1,165.52,1
1,0,35,538,7,1,1,3,1,25.8,1
1,0,35,1033,12,10,2,4,1,51.125,1
1,0,40,213,4,10,6,3,1,48.68,1
1,0,41,80,2,10,4,2,1,48.69,1
1,1,9,1243,16,0,7,3,0,50.36,1
1,1,31,2625,32,0,12,2,1,119.565,1
1,1,40,708,9,19,8,4,1,65.425,1
1,1,43,398,7,17,8,3,1,84.2,1
2,0,5,1408,17,0,3,3,0,57.0,1
2,0,28,2685,29,0,13,2,1,122.13,1
2,0,29,1963,32,19,28,3,1,155.8,1
2,0,31,1783,30,16,24,3,1,136.52,1
2,0,34,1773,37,18,26,3,1,144.4,1
2,0,36,323,3,9,5,3,1,49.04,1
2,0,36,818,8,18,7,4,1,65.65,1
2,0,37,190,1,9,3,2,1,49.095,1
2,0,39,808,15,20,9,4,1,70.575,1
2,0,40,180,8,11,5,2,1,57.96,1
2,0,41,133,8,8,3,3,1,37.64,1
2,0,41,628,13,17,5,4,1,58.525,1
2,1,7,1783,23,14,20,3,0,128.24,1
2,1,10,1082,14,0,9,3,0,43.84,1
2,1,30,2505,27,0,9,2,1,113.94,1
2,1,33,1960,48,52,33,3,1,288.32,1
2,1,33,2495,34,0,11,2,1,113.805,1
2,1,33,4803,81,0,22,2,0,219.78,1
2,1,39,313,10,11,7,3,1,56.92,1
3,0,9,1487,19,0,7,3,0,60.24,1
3,0,9,1488,19,0,7,3,0,60.28,1
3,0,10,1603,25,32,11,3,0,193.12,1
3,0,13,1443,23,8,11,3,0,90.64,1
3,0,28,5253,82,4,16,2,0,258.075,1
3,0,30,1883,36,17,25,3,1,144.76,1
3,0,33,438,2,0,3,3,1,17.6,1
3,0,33,933,7,8,5,4,1,43.5,1
3,0,35,1558,33,9,31,3,1,99.64,1
3,0,38,193,5,5,4,3,0,27.92,1
3,0,38,248,7,0,1,3,1,10.2,1
3,0,38,688,10,14,6,4,0,52.45,1
3,0,38,743,12,7,3,4,1,36.375,1
3,1,8,1373,13,0,3,2,0,62.37,1
3,1,9,1487,19,0,7,3,0,60.24,1
3,1,29,2605,33,0,10,2,1,118.71,1
3,1,34,2280,30,0,16,2,1,103.95,1
3,1,39,60,3,5,2,2,0,25.335,1
4,0,8,1892,24,1,5,3,0,80.64,1
4,0,13,1568,21,10,11,3,0,103.56,1
4,0,29,2730,31,0,10,2,1,124.245,1
4,0,33,1848,32,0,25,3,1,75.2,1
4,0,33,2685,35,2,14,2,1,131.4,1
4,0,34,1963,38,27,29,3,1,188.04,1
4,0,34,4913,82,0,7,2,0,224.775,1
4,0,35,2078,44,59,33,3,1,320.88,1
4,0,36,733,12,21,17,3,1,113.8,1
4,0,36,1228,17,30,19,4,1,106.125,1
4,0,37,600,10,21,15,2,1,121.95,1
4,1,27,1315,36,193,11,2,0,929.295,1
4,1,30,2008,34,19,25,3,1,157.68,1
4,1,32,2570,29,0,10,2,1,116.955,1
4,1,33,2685,35,2,14,2,1,131.4,1
4,1,34,1963,38,27,29,3,1,188.04,1
4,1,34,2800,41,34,18,3,1,249.64,1
5,0,9,1677,20,9,10,3,0,103.88,1
5,0,12,1668,27,11,12,3,0,111.8,1
5,0,32,305,6,7,2,3,1,40.44,1
5,0,32,305,6,7,2,4,1,25.275,1
5,0,32,305,6,7,2,5,0,15.165,1
5,0,33,305,6,7,2,2,1,45.495,1
5,0,34,305,6,7,2,3,1,40.44,1
5,0,34,305,6,7,2,4,1,25.275,1
5,0,35,305,6,7,2,2,1,45.495,1
5,0,35,305,6,7,2,4,1,25.275,1
5,0,35,2390,31,0,1,3,1,96.84,1
5,0,36,305,6,7,2,2,1,45.495,1
5,0,36,305,6,7,2,3,1,40.44,1
5,0,36,873,10,11,4,4,1,49.575,1
5,0,36,1668,34,13,16,3,1,120.08,1
5,0,37,305,6,7,2,2,1,45.495,1
5,0,37,818,7,7,2,4,1,38.125,1
5,0,38,305,6,7,2,2,1,45.495,1
5,0,38,305,6,7,2,4,1,25.275,1
5,0,38,438,8,7,4,3,1,45.84,1
5,0,38,933,13,16,6,4,1,63.65,1
5,0,38,2043,40,37,33,3,1,231.32,1
5,0,39,305,6,7,2,2,1,45.495,1
5,0,39,553,14,39,8,3,1,178.68,1
5,0,39,1048,19,48,10,4,1,146.675,1
5,0,40,420,12,39,6,3,1,173.28,1
5,0,42,393,12,15,8,3,1,76.2,1
5,0,42,888,17,24,10,4,1,82.625,1
5,0,43,260,10,15,6,2,1,79.65,1
5,1,5,1533,15,7,3,3,0,89.92,1
5,1,9,1733,22,7,7,3,0,98.2,1
5,1,11,1193,15,7,2,3,0,76.32,1
5,1,14,1487,25,8,8,3,0,92.48,1
5,1,32,5453,89,14,20,2,0,312.39,1
5,1,35,305,6,7,2,3,1,40.44,1
5,1,37,305,6,7,2,3,1,40.44,1
5,1,37,2765,37,12,18,2,1,180.09,1
5,1,38,305,6,7,2,3,1,40.44,1
5,1,38,933,13,16,6,4,1,63.65,1
6,0,6,1792,19,0,8,3,0,72.44,1
6,0,29,5513,86,11,21,2,0,301.455,1
6,0,33,2875,36,11,17,2,1,180.495,1
6,0,33,2930,38,4,14,2,1,151.56,1
6,0,34,5323,91,10,19,2,0,288.63,1
6,0,37,843,13,8,2,3,1,66.24,1
6,0,38,710,11,8,2,2,1,68.445,1
6,0,39,1963,44,35,30,3,1,220.28,1
6,0,42,518,10,17,8,3,1,89.12,1
6,0,43,385,8,17,6,2,1,94.185,1
6,1,8,1613,17,7,4,3,0,93.2,1
6,1,11,1548,22,5,9,3,0,82.8,1
6,1,11,1602,24,0,6,3,0,65.04,1
6,1,27,1505,37,202,14,2,0,978.39,1
6,1,30,1495,44,204,16,2,0,987.255,1
6,1,31,5333,84,8,17,2,0,279.765,1
6,1,32,1315,42,201,12,3,0,858.28,1
6,1,34,2153,39,36,32,3,1,231.68,1
6,1,34,2208,41,29,29,3,1,205.96,1
6,1,36,2865,43,13,19,2,1,189.36,1
6,1,37,1338,18,17,4,4,1,76.4,1
6,1,37,2143,46,38,34,3,1,239.56,1
6,1,38,2685,41,10,15,3,1,149.04,1
6,1,42,1013,15,26,10,4,1,90.7,1
7,0,30,5433,90,9,18,2,0,289.035,1
7,0,31,50,2,0,1,2,1,2.34,1
7,0,32,2810,33,0,11,3,1,113.72,1
7,0,35,2745,38,7,16,3,0,139.32,1
7,0,35,5108,87,1,24,2,0,238.275,1
7,0,36,2078,43,25,28,3,1,184.84,1
7,0,38,628,9,16,7,3,1,89.48,1
7,0,38,1123,14,25,9,4,1,90.925,1
7,0,39,495,7,16,5,2,1,94.59,1
7,0,41,1113,21,27,11,4,1,95.85,1
7,0,42,485,14,18,7,2,1,103.455,1
7,0,43,438,14,15,5,3,1,78.08,1
7,0,43,933,19,24,7,4,1,83.8,1
7,0,44,305,12,15,3,3,1,72.68,1
7,1,7,1713,23,7,5,3,0,97.44,1
7,1,9,2088,29,21,22,3,0,168.68,1
7,1,30,2990,35,1,15,2,1,140.625,1
7,1,31,2268,38,26,30,3,1,196.24,1
7,1,33,2088,36,23,26,3,1,176.96,1
7,1,35,2265,54,59,35,3,1,328.76,1
7,1,35,2800,40,0,13,3,1,113.6,1
7,1,36,2023,41,32,31,3,0,210.56,1
7,1,41,618,16,18,9,3,1,97.36,1
8,0,10,1678,19,7,5,3,0,95.88,1
8,0,32,2188,42,24,27,3,1,185.2,1
8,0,33,3285,45,23,29,2,1,253.35,1
8,0,33,5398,86,0,18,2,0,246.78,1
8,0,34,5513,92,19,22,2,0,337.725,1
8,0,37,1863,39,16,33,3,1,140.08,1
8,0,40,498,11,12,6,3,0,68.36,1
8,0,41,365,9,12,4,3,0,62.96,1
8,1,11,1792,25,7,9,3,0,100.68,1
8,1,11,1793,25,7,9,3,0,100.72,1
8,1,12,1908,31,39,13,3,0,233.56,1
8,1,15,1748,29,15,13,3,0,131.08,1
8,1,30,5558,88,11,18,2,0,303.57,1
8,1,31,2910,39,0,12,3,1,117.96,1
8,1,34,2563,48,48,44,3,1,296.44,1
8,1,34,5513,92,19,22,2,0,337.725,1
8,1,35,5628,98,51,26,2,0,487.17,1
8,1,36,2585,36,0,18,3,1,104.84,1
8,1,40,993,16,21,8,4,0,77.725,1
9,0,10,2197,30,8,7,3,0,121.08,1
9,0,31,3035,37,7,12,3,1,150.88,1
9,0,35,2153,38,2,27,3,1,95.64,1
9,0,35,2990,41,9,16,3,1,157.24,1
9,0,36,2268,44,34,31,3,1,228.48,1
9,0,37,2383,50,66,35,4,1,225.825,1
9,0,38,1038,18,28,19,3,1,154.24,1
9,0,38,1533,23,37,21,4,1,131.4,1
9,0,38,5593,94,29,26,2,0,386.415,1
9,0,40,2223,48,42,35,3,1,258.84,1
9,1,15,1873,27,17,13,3,0,144.0,1
9,1,32,2313,40,26,27,3,1,198.12,1
9,1,34,2875,35,0,12,2,1,130.95,1
9,1,35,2990,41,9,16,3,1,157.24,1
9,1,36,2268,44,34,31,3,1,228.48,1
9,1,36,3105,47,41,20,3,1,290.08,1
9,1,36,5218,88,5,9,2,0,261.27,1
9,1,39,905,16,28,17,2,1,167.445,1
9,1,39,2945,45,17,20,3,1,187.6,1
10,0,14,1973,33,18,14,3,0,152.24,1
10,0,16,1792,31,15,10,3,0,132.92,1
10,0,34,3395,46,10,14,3,1,177.64,1
10,0,34,5703,93,28,25,2,0,386.82,1
10,0,34,5758,95,21,22,2,0,357.885,1
10,0,37,2695,37,7,3,3,1,137.28,1
10,0,37,5693,100,30,27,2,0,395.685,1
10,0,38,1973,40,20,18,3,1,160.52,1
10,0,39,3070,43,19,20,3,1,200.52,1
10,0,39,5513,98,27,23,2,0,373.995,1
10,0,44,698,18,22,10,3,1,116.64,1
10,0,45,565,16,22,8,3,1,111.24,1
10,1,11,1982,26,16,12,3,0,144.32,1
10,1,35,2673,49,35,29,3,1,248.88,1
10,1,40,2348,46,44,35,3,1,271.76,1
10,1,44,1193,23,31,12,4,1,107.9,1
11,0,31,5818,92,18,23,2,0,346.95,1
11,0,35,3235,44,11,16,3,1,175.16,1
11,0,36,5628,97,17,21,2,0,334.125,1
11,0,39,1148,19,15,4,3,1,106.68,1
11,0,39,1643,24,24,6,4,1,101.675,1
11,0,40,1015,17,15,2,3,1,101.28,1
11,0,40,2990,47,17,17,3,1,189.48,1
11,1,13,1853,28,12,11,3,0,123.24,1
11,1,33,5638,90,15,19,2,0,325.26,1
11,1,35,3180,42,18,19,3,1,200.88,1
11,1,36,2458,45,43,34,3,1,272.12,1
11,1,36,2513,47,36,31,3,1,246.4,1
11,1,36,5573,95,24,24,2,0,363.06,1
11,1,38,3170,49,20,21,3,1,208.76,1
11,1,39,2448,52,45,36,3,1,280.0,1
11,1,41,2268,50,42,32,4,1,162.95,1
12,0,33,2573,44,33,32,3,1,236.68,1
12,0,35,2393,42,30,28,4,1,135.875,1
12,0,37,3050,44,14,18,3,0,179.76,1
12,0,37,3105,46,7,15,3,1,154.04,1
12,0,37,5413,93,8,26,2,0,283.77,1
12,0,38,2383,49,32,30,4,1,140.8,1
12,1,11,2393,35,28,24,3,0,209.12,1
12,1,32,3295,41,8,17,3,1,165.44,1
12,1,32,5738,96,16,20,2,0,334.53,1
12,1,34,3115,39,7,13,3,1,154.16,1
12,1,37,2570,60,66,37,4,1,230.75,1
12,1,38,2328,47,39,33,3,0,251.0,1
13,0,17,2053,35,22,15,3,0,171.52,1
13,0,32,5863,94,18,20,2,0,349.065,1
13,0,36,5818,98,26,24,2,0,383.22,1
13,1,25,390,31,0,9,2,1,18.945,1
13,1,33,3215,45,7,14,3,1,158.4,1
13,1,34,2493,48,31,29,3,1,225.64,1
13,1,35,3590,51,30,31,3,1,265.64,1
13,1,35,5703,92,0,20,2,0,260.775,1
13,1,36,2868,54,55,46,3,1,336.88,1
13,1,36,5818,98,26,24,2,0,383.22,1
14,0,36,3180,41,7,14,3,1,156.84,1
14,0,37,2458,44,9,29,3,1,136.08,1
14,0,38,2573,50,41,33,4,1,168.075,1
14,0,38,3410,53,48,22,3,1,330.52,1
14,0,38,5523,94,12,11,2,0,306.765,1
14,0,40,5898,100,36,28,2,0,431.91,1
14,1,12,2502,36,15,9,3,0,161.52,1
14,1,37,3295,47,16,18,3,1,197.68,1
14,1,38,2573,50,41,33,4,1,168.075,1
14,1,39,2688,56,73,37,4,1,251.1,1
14,1,41,3250,51,24,22,3,1,228.04,1
14,1,42,2528,54,49,37,4,1,187.05,1
15,0,29,590,38,4,13,2,1,46.26,1
15,0,36,6008,99,35,27,2,0,432.315,1
15,1,36,3700,52,17,16,3,1,218.08,1
15,1,37,2978,55,42,31,3,1,289.32,1
15,1,41,3375,49,26,22,3,1,240.96,1
15,1,42,2653,52,51,37,4,1,195.125,1
16,0,26,650,35,1,14,2,1,35.325,1
16,0,28,470,33,0,10,2,1,22.635,1
16,0,33,6123,98,25,25,2,0,392.445,1
16,0,35,5943,96,22,21,2,0,370.755,1
16,1,31,460,40,0,12,2,1,22.5,1
16,1,37,3485,48,25,21,3,1,241.32,1
16,1,38,2763,51,50,36,4,1,195.35,1
16,1,40,3475,55,27,23,3,1,249.2,1
16,1,41,2753,58,52,38,4,1,200.275,1
16,1,42,3295,53,24,19,3,1,229.92,1
16,1,43,2573,56,49,34,4,1,188.225,1
17,0,27,570,39,0,11,2,1,27.405,1
17,0,32,245,36,0,17,2,1,12.645,1
17,0,40,2633,53,46,35,4,0,182.15,1
17,1,39,3355,50,21,20,3,0,220.2,1
18,0,30,535,35,0,11,2,1,25.65,1
18,0,31,650,41,9,15,2,1,71.595,1
18,0,32,765,47,41,19,3,1,196.48,1
18,0,37,6008,98,7,22,2,0,306.27,1
18,0,38,3173,60,62,48,4,1,235.825,1
18,1,27,695,37,1,11,2,1,37.44,1
18,1,31,650,41,9,15,2,1,71.595,1
18,1,37,3895,57,37,33,3,1,306.08,1
19,0,33,355,37,0,2,2,1,17.64,1
19,0,35,730,43,19,19,2,1,120.285,1
19,1,43,3555,57,31,24,3,1,268.48,1
19,1,44,2833,60,56,39,4,1,212.325,1
20,0,31,840,42,18,18,2,1,120.69,1
20,0,31,895,44,11,15,2,1,91.755,1
20,0,36,650,47,17,16,3,1,95.88,1
20,1,34,830,49,20,20,2,1,129.555,1
20,1,38,4005,58,24,18,3,1,258.52,1
20,1,39,3283,61,49,33,4,1,206.1,1
21,0,33,765,46,7,14,2,1,67.995,1
21,1,28,955,41,8,16,2,1,80.82,1
21,1,30,775,39,5,12,2,1,59.13,1
21,1,33,710,44,14,17,2,0,96.93,1
22,0,29,875,45,6,13,2,1,68.4,1
22,0,31,1250,51,30,30,2,1,193.545,1
22,0,34,550,42,0,19,3,1,23.68,1
22,1,30,1715,42,25,9,3,1,170.28,1
23,0,29,1000,43,8,13,2,1,82.935,1
23,0,32,840,41,0,13,2,1,39.645,1
23,0,33,955,47,16,17,2,1,117.09,1
23,1,33,955,47,16,17,2,1,117.09,1
23,1,34,1070,53,48,21,3,1,236.92,1
23,1,37,910,51,24,21,2,1,151.245,1
24,0,32,1360,52,17,15,2,1,140.04,1
24,0,35,660,43,7,4,3,1,56.12,1
24,1,37,1035,49,26,21,3,1,147.36,1
25,1,33,1145,48,25,20,2,1,166.185,1
25,1,33,1200,50,18,17,3,1,122.0,1
25,1,36,1135,55,27,22,2,1,175.05,1
25,1,38,955,53,24,18,3,1,136.32,1
26,1,30,1260,47,15,18,2,1,126.315,1
26,1,32,1080,45,12,14,3,1,93.0,1
26,1,35,1015,50,21,19,3,0,126.6,1
26,1,35,1070,52,14,16,3,1,100.88,1
27,1,31,1180,51,13,15,3,1,101.24,1
27,1,33,1555,57,37,32,3,1,212.48,1
28,0,35,1260,53,23,19,3,1,144.52,1
28,1,34,1145,47,7,15,2,1,85.14,1
28,1,35,1260,53,23,19,3,1,144.52,1
28,1,36,1375,59,55,23,3,1,277.36,1
28,1,39,1215,57,31,23,3,1,174.88,1
29,1,34,1665,58,24,17,3,1,164.92,1
29,1,39,1340,55,33,23,3,1,187.8,1
30,0,38,1440,61,34,24,3,1,196.04,1
30,1,35,1450,54,32,22,3,1,188.16,1
30,1,40,1260,59,31,20,3,1,176.76,1
31,1,37,1320,56,28,21,3,0,167.04,1
32,1,35,1860,63,44,34,3,1,252.92,1
33,1,41,1520,63,38,25,3,1,215.32,1
34,1,36,1970,64,31,19,3,1,205.36,1
