Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,0,32,0,6060,100,243,16,2,False,True,25,1370,False
0,0,24,0,663,23,2,51,4,True,True,45,22,False
0,0,24,0,0,0,0,0,4,True,False,45,0,False
0,0,16,0,0,0,0,0,2,True,True,25,0,False
7,0,15,0,5488,125,57,25,1,False,True,15,622,False
3,0,13,0,8028,155,45,23,4,True,True,45,317,False
0,0,14,0,1948,29,3,2,3,True,True,30,91,False
0,0,7,0,3485,24,187,21,3,True,True,30,888,False
0,0,7,0,0,0,0,0,2,True,True,25,0,True
5,0,37,0,4008,66,26,37,1,True,True,15,367,False
0,0,37,0,2170,39,310,20,3,True,True,30,1328,False
20,0,37,3,14950,225,79,34,3,True,True,30,923,False
4,0,36,0,15295,182,175,32,2,True,True,25,1483,False
0,0,36,1,6310,86,211,28,3,True,True,30,1099,False
2,0,36,1,11275,154,36,49,4,True,True,45,375,False
0,0,35,0,1478,25,25,8,4,True,True,45,100,False
0,0,35,0,438,7,34,6,4,True,False,45,96,True
20,0,30,3,15885,238,25,82,2,True,True,25,838,False
1,0,33,3,6775,116,296,35,2,False,True,25,1642,False
0,0,26,1,1125,36,218,13,2,False,True,25,1033,False
0,0,25,0,1378,39,55,70,4,True,True,45,172,False
0,0,25,0,635,10,46,5,4,True,False,45,131,False
0,0,17,0,1505,26,53,16,2,True,True,25,307,False
11,0,16,1,6203,141,110,44,2,False,True,25,780,False
3,0,15,3,2663,45,56,21,3,True,True,30,332,False
0,0,8,1,4200,40,240,12,3,True,True,30,1129,False
5,0,34,0,2033,48,320,18,2,True,True,25,1533,False
5,0,35,0,3778,54,0,29,1,True,True,15,210,False
0,0,35,0,1973,46,0,27,1,True,True,15,111,False
0,0,35,0,1940,27,246,12,3,True,True,30,1062,False
20,0,35,1,14720,213,15,26,2,True,True,25,739,False
4,0,34,0,15065,170,111,24,2,True,True,25,1185,False
0,0,30,0,6365,85,0,16,4,True,True,45,161,False
0,0,33,0,0,0,0,0,4,True,True,45,0,False
20,0,28,1,15655,226,0,74,2,True,True,25,714,False
1,0,31,1,6545,104,232,27,2,False,True,25,1343,False
0,0,23,0,1148,27,0,62,4,True,True,45,29,False
0,0,23,0,0,0,0,0,4,True,False,45,0,False
5,0,22,0,805,20,0,7,1,True,True,15,45,False
0,0,15,0,1275,14,0,8,2,True,True,25,58,False
11,0,14,0,5973,129,46,36,1,False,True,15,588,False
7,0,12,0,8513,159,34,34,4,True,True,45,301,False
3,0,13,1,2433,33,0,13,3,True,True,30,98,False
0,0,6,0,3970,28,176,4,2,True,True,25,971,False
7,0,36,0,4083,61,3,36,1,True,True,15,244,False
0,0,36,0,2278,53,4,34,1,True,True,15,150,False
1,0,36,0,2245,34,287,19,3,True,True,30,1239,False
22,0,36,2,15025,220,56,33,3,True,True,30,833,False
6,0,35,0,15370,177,152,31,2,True,True,25,1383,False
0,0,31,0,6670,92,16,23,4,True,True,45,209,False
0,0,34,0,513,2,11,5,4,True,False,45,40,True
22,0,29,2,15960,233,2,81,2,True,True,25,737,False
3,0,32,2,6850,111,273,34,2,False,True,25,1541,False
1,0,24,0,1453,34,32,69,4,True,True,45,117,False
0,0,24,0,710,5,23,4,4,True,False,45,75,False
0,0,16,0,1580,21,30,15,2,True,True,25,207,False
13,0,15,0,6277,136,87,43,1,False,True,15,831,False
9,0,13,0,8817,166,75,41,4,True,True,45,412,False
5,0,14,2,2737,40,33,20,3,True,True,30,243,False
0,0,7,0,4275,35,217,11,3,True,True,30,1040,False
0,0,36,0,1898,51,0,28,1,True,True,15,107,False
0,0,36,0,1865,32,269,13,3,True,True,30,1151,False
18,0,36,2,14645,218,38,27,3,True,True,30,746,False
2,0,35,0,14990,175,134,25,2,True,True,25,1285,False
0,0,31,0,6290,90,0,17,4,True,True,45,159,False
0,0,34,0,0,0,0,0,4,True,False,45,0,True
18,0,29,2,15580,231,0,75,2,True,True,25,711,False
0,0,32,2,6470,109,255,28,2,False,True,25,1443,False
0,0,24,0,1073,32,14,63,4,True,True,45,62,False
0,0,24,0,0,0,5,0,4,True,False,45,12,False
0,0,16,0,1200,19,12,9,2,True,True,25,108,False
9,0,15,0,5897,134,69,37,1,False,True,15,711,False
5,0,13,0,8437,164,57,35,4,True,True,45,357,False
1,0,14,2,2357,38,15,14,3,True,True,30,155,False
0,0,7,0,3895,33,199,5,3,True,True,30,953,False
0,0,7,0,992,12,0,2,2,True,True,25,45,True
3,0,31,0,3893,54,0,32,1,True,True,15,217,False
0,0,31,0,2088,46,0,30,1,True,True,15,117,False
0,0,31,0,2055,27,270,15,3,True,True,30,1163,False
18,0,31,1,14835,213,39,29,2,True,True,25,852,False
2,0,30,0,15180,170,135,27,2,True,True,25,1298,False
0,0,26,0,6480,85,0,19,4,True,True,45,164,False
0,0,29,0,0,0,0,0,4,True,True,45,0,False
18,0,24,1,15770,226,0,77,2,True,True,25,719,False
0,0,27,1,6660,104,256,30,2,False,True,25,1456,False
0,0,19,0,1263,27,15,65,4,True,True,45,69,False
0,0,19,0,520,4,6,2,4,True,False,45,28,False
3,0,18,0,920,20,4,10,1,True,True,15,73,False
0,0,11,0,1390,14,13,11,2,True,True,25,121,False
9,0,10,0,6087,129,70,39,1,False,True,15,726,False
5,0,8,0,8627,159,58,37,4,True,True,45,364,False
1,0,9,1,2547,33,16,16,3,True,True,30,167,False
7,0,41,0,3893,66,2,34,1,True,True,15,228,False
1,0,41,0,2055,39,286,17,3,True,True,30,1227,False
22,0,41,3,14835,225,55,31,3,True,True,30,822,False
6,0,40,0,15180,182,151,29,2,True,True,25,1370,False
4,0,40,1,11160,154,12,46,4,True,True,45,312,False
0,0,39,0,1363,25,1,5,4,True,True,45,37,False
0,0,39,0,323,7,10,3,4,True,False,45,33,True
22,0,34,3,15770,238,1,79,2,True,True,25,724,False
3,0,37,3,6660,116,272,32,2,False,True,25,1528,False
1,0,29,0,1263,39,31,67,4,True,True,45,110,False
0,0,29,0,520,10,22,2,4,True,False,45,68,False
5,0,19,3,2547,45,32,18,3,True,True,30,231,False
0,0,12,1,4085,40,216,9,3,True,True,30,1029,False
0,0,12,1,1182,19,1,6,3,True,True,30,52,True
11,0,37,0,4603,71,2,33,1,True,True,15,268,False
4,0,37,0,2798,63,3,31,1,True,True,15,173,False
5,0,37,0,2765,44,286,16,3,True,True,30,1256,False
8,0,37,0,14178,174,1,42,3,True,True,30,578,False
10,0,36,0,15890,187,151,28,2,True,True,25,1402,False
4,0,32,1,7190,102,15,20,4,True,True,45,219,False
1,0,35,0,1033,12,10,2,4,True,False,45,51,True
26,0,30,3,16480,243,1,78,2,True,True,25,757,False
7,0,33,3,7370,121,272,31,2,False,True,25,1561,False
5,0,25,0,1973,44,31,66,4,True,True,45,127,False
1,0,25,0,1230,15,22,1,4,True,False,45,86,False
3,0,17,0,2100,31,29,12,2,True,True,25,226,False
17,0,16,1,6797,146,86,40,1,False,True,15,854,False
13,0,14,0,9337,176,74,38,4,True,True,45,422,False
9,0,15,3,3257,50,32,17,3,True,True,30,260,False
3,0,8,1,4795,45,216,8,3,True,True,30,1057,False
4,0,8,1,1892,24,1,5,3,True,True,30,80,True
0,0,34,0,1438,43,327,22,2,True,True,25,1538,False
0,0,35,0,3183,49,0,33,1,True,True,15,177,False
0,0,35,0,1378,41,0,31,1,True,True,15,78,False
0,0,35,0,1345,22,253,16,3,True,True,30,1066,False
14,0,35,1,14125,208,22,30,2,True,True,25,743,False
0,0,34,0,14470,165,118,28,2,True,True,25,1189,False
0,0,30,0,5770,80,0,20,4,True,True,45,146,False
0,0,33,0,0,0,0,0,4,True,True,45,0,False
14,0,28,1,15060,221,0,78,2,True,True,25,687,False
0,0,31,1,5950,99,239,31,2,False,True,25,1347,False
0,0,23,0,553,22,0,66,4,True,True,45,14,False
0,0,23,0,0,0,0,0,4,True,False,45,0,False
0,0,15,0,680,9,0,12,2,True,True,25,31,False
5,0,14,0,5377,124,53,40,1,False,True,15,594,False
1,0,12,0,7917,154,41,38,4,True,True,45,304,False
0,0,13,1,1837,28,0,17,3,True,True,30,74,False
0,0,6,0,3375,23,183,8,3,True,True,30,867,False
0,0,6,0,472,2,0,5,2,True,True,25,21,True
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6087,135,78,40,1,False,True,15,771,False
7,0,13,0,8627,165,66,38,4,True,True,45,384,False
3,0,14,2,2547,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,7,0,1182,13,0,5,2,True,True,25,53,True
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,0,34,0,323,1,2,2,4,True,False,45,13,True
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6087,135,78,40,1,False,True,15,771,False
7,0,13,0,8627,165,66,38,4,True,True,45,384,False
3,0,14,2,2547,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,0,7,0,1182,13,0,5,2,True,True,25,53,True
15,0,40,1,4503,72,8,37,1,True,True,15,295,False
9,0,40,1,2665,45,292,20,3,True,True,30,1276,False
18,0,39,3,9420,127,151,45,3,True,True,30,985,False
30,0,40,4,15445,231,61,34,3,False,True,30,871,False
14,0,39,1,15790,188,157,32,2,True,True,25,1425,False
12,0,39,2,11770,160,18,49,4,True,True,45,343,False
6,0,38,1,1973,31,7,8,4,True,True,45,67,False
5,0,38,0,933,13,16,6,4,True,False,45,63,True
30,0,33,4,16380,244,7,82,2,False,True,25,779,False
11,0,36,4,7270,122,278,35,3,False,True,30,1407,False
5,0,28,0,1130,16,28,5,4,True,False,45,98,False
13,0,18,4,3158,51,38,21,3,False,True,30,280,False
7,0,11,2,4695,46,222,12,3,True,True,30,1077,False
18,0,42,2,4563,75,13,39,1,True,True,15,326,False
19,0,42,3,4140,91,44,32,3,True,True,30,345,False
12,0,42,2,2725,48,297,22,4,True,True,45,811,False
21,0,41,4,9480,130,156,47,3,True,True,30,1008,False
15,0,42,2,14138,178,12,48,3,True,True,30,620,False
15,0,42,3,4880,92,14,29,4,True,True,45,159,False
17,0,42,2,2603,63,20,21,4,True,True,45,116,False
17,0,41,2,15850,191,162,34,2,True,True,25,1450,False
11,0,41,3,6865,95,198,30,3,True,True,30,1070,False
15,0,41,3,11830,163,23,51,4,True,True,45,357,False
16,0,41,3,7083,84,120,41,2,True,True,25,862,False
21,0,40,3,6183,107,38,28,3,True,True,30,403,False
17,0,40,2,2633,53,46,35,4,True,True,45,182,True
9,0,40,2,2033,34,12,10,4,True,True,45,81,False
11,0,39,2,2030,53,50,24,4,True,True,45,177,False
12,0,31,3,1680,45,205,15,3,False,True,30,889,False
8,0,30,2,1190,19,33,7,4,True,True,45,112,False
24,0,21,3,6758,150,97,46,2,False,True,25,747,False
10,0,13,3,4755,49,227,14,3,True,True,30,1100,False
12,0,38,1,4443,69,7,35,1,True,True,15,286,False
6,0,38,1,2605,42,287,18,3,True,True,30,1253,False
27,0,38,3,15385,228,56,32,3,True,True,30,848,False
11,0,37,1,15730,185,152,30,2,True,True,25,1400,False
9,0,37,1,11710,157,13,47,4,True,True,45,329,False
5,0,36,1,1913,28,7,6,4,True,True,45,66,False
5,0,36,0,873,10,11,4,4,True,False,45,49,True
27,0,31,3,16320,241,7,80,2,True,True,25,776,False
8,0,34,3,7210,119,273,33,2,False,True,25,1558,False
6,0,26,1,1813,42,32,68,4,True,True,45,126,False
5,0,26,0,1070,13,23,3,4,True,False,45,84,False
18,0,17,1,6638,144,87,42,2,False,True,25,696,False
10,0,16,3,3098,48,33,19,3,True,True,30,257,False
5,0,9,1,4635,43,217,10,3,True,True,30,1055,False
16,0,44,2,4583,74,18,41,1,True,True,15,355,False
17,0,44,3,4160,90,49,34,3,True,True,30,366,False
10,0,44,2,2745,47,302,24,4,True,True,45,824,False
19,0,43,4,9500,129,161,49,3,True,True,30,1029,False
13,0,44,2,14158,177,17,50,3,True,True,30,641,False
13,0,44,3,4900,91,19,31,3,True,True,30,275,False
15,0,43,2,15870,190,167,36,2,True,True,25,1474,False
9,0,43,3,6885,94,203,32,3,True,True,30,1091,False
13,0,43,3,11850,162,28,53,4,True,True,45,370,False
14,0,43,3,7103,83,125,43,2,True,True,25,885,False
19,0,42,3,6203,106,43,30,3,True,True,30,424,False
7,0,42,2,2053,33,17,12,4,True,True,45,94,False
10,0,33,3,1700,44,210,17,3,False,True,30,909,False
6,0,32,0,1210,18,38,9,4,True,False,45,125,False
22,0,23,3,6778,149,102,48,2,False,True,25,770,False
8,0,15,3,4775,48,232,16,3,True,True,30,1120,False
8,0,36,1,2585,43,282,16,3,True,True,30,1233,False
29,0,36,3,15365,229,51,30,3,True,True,30,827,False
13,0,35,1,15710,186,147,28,2,True,True,25,1376,False
11,0,35,1,11690,158,8,45,4,True,True,45,316,False
5,0,34,1,1893,29,7,4,4,True,True,45,65,False
5,0,34,0,305,6,7,2,4,True,False,45,25,True
29,0,29,3,16300,242,7,78,2,True,True,25,775,False
10,0,32,3,7190,120,268,31,3,False,True,30,1364,False
8,0,24,1,1793,43,27,66,4,True,True,45,113,False
5,0,24,0,305,6,18,2,4,True,False,45,52,False
6,0,16,1,1920,30,25,12,2,True,True,25,200,False
20,0,15,1,6618,145,82,40,2,False,True,25,673,False
12,0,14,3,3078,49,28,17,3,True,True,30,237,False
6,0,7,1,4615,44,212,8,3,True,True,30,1034,False
20,0,46,2,4763,82,23,43,1,True,True,15,392,False
21,0,46,3,4340,98,54,36,3,True,True,30,393,False
14,0,46,2,2925,55,307,26,4,True,True,45,842,False
23,0,45,4,9680,137,166,51,3,True,True,30,1056,False
17,0,46,2,14338,185,22,52,3,True,True,30,668,False
17,0,46,3,5080,99,24,33,4,True,True,45,189,False
19,0,46,0,2803,70,30,25,4,True,False,45,146,False
19,0,45,2,16050,198,172,38,2,True,True,25,1505,False
13,0,45,3,7065,102,208,34,4,True,True,45,699,False
17,0,45,3,12030,170,33,55,4,True,True,45,387,False
18,0,45,3,7283,91,130,45,2,True,True,25,916,False
23,0,44,3,6383,114,48,32,3,True,True,30,451,False
11,0,42,2,3405,38,22,22,4,True,True,45,141,False
11,0,44,2,2233,41,22,14,4,True,True,45,111,False
13,0,43,0,2230,60,60,28,4,True,False,45,207,False
14,0,35,3,1880,52,215,19,3,False,True,30,937,False
10,0,34,0,1390,26,43,11,4,True,False,45,142,False
12,0,33,2,3790,77,30,31,4,True,True,45,171,False
26,0,25,3,6958,157,107,50,2,False,True,25,801,False
12,0,17,3,4955,56,237,18,3,True,True,30,1148,False
13,0,17,3,2053,35,22,15,3,True,True,30,171,True
5,0,34,1,2438,54,7,29,1,True,True,15,175,False
5,0,34,1,2405,35,277,14,3,True,True,30,1205,False
25,0,34,3,15185,221,46,28,3,True,True,30,800,False
9,0,33,1,15530,178,142,26,2,True,True,25,1345,False
7,0,33,1,11510,150,7,43,4,True,True,45,309,False
5,0,32,0,305,6,7,2,4,True,False,45,25,True
25,0,27,3,16120,234,7,76,2,True,True,25,767,False
6,0,30,3,7010,112,263,29,2,False,True,25,1503,False
5,0,22,1,1613,35,22,64,4,True,True,45,96,False
5,0,22,0,305,6,13,2,4,True,False,45,40,False
5,0,14,1,1740,22,20,10,2,True,True,25,169,False
16,0,13,1,6438,137,77,38,2,False,True,25,642,False
12,0,11,1,8978,167,65,36,4,True,True,45,391,False
8,0,12,3,2898,41,23,15,3,True,True,30,209,False
17,0,43,1,4683,80,19,42,1,True,True,15,366,False
11,0,43,1,2845,53,303,25,3,True,True,30,1327,False
20,0,42,3,9600,135,162,50,3,True,True,30,1037,False
14,0,43,1,14258,183,18,51,3,True,True,30,649,False
32,0,43,4,15625,239,72,39,3,True,True,30,922,False
16,0,42,1,15970,196,168,37,2,True,True,25,1483,False
14,0,42,2,11950,168,29,54,4,True,True,45,375,False
30,0,38,0,1440,61,34,24,3,True,False,30,196,True
8,0,41,1,2153,39,18,13,4,True,True,45,99,False
7,0,41,0,1113,21,27,11,4,True,False,45,95,True
13,0,39,4,7450,130,289,40,3,False,True,30,1459,False
11,0,32,2,1800,50,211,18,3,False,True,30,918,False
7,0,31,0,1310,24,39,10,4,True,False,45,130,False
15,0,21,4,3338,59,49,26,3,True,True,30,331,False
9,0,14,2,4875,54,233,17,3,True,True,30,1129,False
10,0,14,2,1973,33,18,14,3,True,True,30,152,True
13,0,37,1,4323,64,7,32,1,True,True,15,279,False
7,0,37,1,2485,37,281,15,3,True,True,30,1224,False
16,0,36,3,9240,119,140,40,3,True,True,30,934,False
28,0,37,4,15265,223,50,29,3,False,True,30,819,False
12,0,36,1,15610,180,146,27,2,True,True,25,1367,False
10,0,36,2,11590,152,7,44,4,True,True,45,311,False
12,0,35,0,2393,42,30,28,4,True,False,45,135,True
5,0,35,1,1793,23,7,3,4,True,True,45,62,False
5,0,35,0,305,6,7,2,4,True,False,45,25,True
28,0,30,4,16200,236,7,77,2,False,True,25,771,False
9,0,33,4,7090,114,267,30,3,False,True,30,1356,False
5,0,25,0,305,6,17,2,4,True,False,45,50,False
5,0,17,1,1820,24,24,11,3,True,True,30,169,False
19,0,16,2,6518,139,81,39,2,False,True,25,664,False
11,0,15,4,2978,43,27,16,3,True,True,30,228,False
5,0,8,2,4515,38,211,7,3,True,True,30,1026,False
17,0,40,3,5275,87,33,34,3,True,True,30,346,False
19,0,40,3,5103,82,29,52,1,True,True,15,444,False
12,0,40,3,3298,74,30,50,2,True,True,25,286,False
20,0,40,4,4680,98,60,45,3,True,True,30,431,False
13,0,40,3,3265,55,313,35,4,True,True,45,865,False
16,0,40,3,14678,185,28,61,3,True,True,30,706,False
16,0,40,4,5420,99,30,42,3,True,True,30,340,False
15,0,40,3,6823,111,35,29,3,True,True,30,417,False
18,0,39,3,16390,198,178,47,2,True,True,25,1547,False
12,0,39,4,7405,102,214,43,3,True,True,30,1156,False
16,0,39,4,12370,170,39,64,4,True,True,45,411,False
17,0,39,4,7623,91,136,54,2,False,True,25,959,False
22,0,38,4,6723,114,54,41,3,True,True,30,489,False
10,0,36,3,3745,38,28,31,3,True,True,30,263,False
18,0,38,0,3173,60,62,48,4,True,False,45,235,True
10,0,38,3,2573,41,28,23,4,True,True,45,135,False
9,0,38,0,1533,23,37,21,4,True,False,45,131,True
11,0,38,3,4623,98,30,45,3,True,True,30,308,False
15,0,38,3,3685,69,203,40,2,True,True,25,1082,False
13,0,29,4,2220,52,221,28,3,False,True,30,974,False
9,0,28,0,1730,26,49,20,4,True,False,45,166,False
19,0,27,3,2130,48,47,30,2,True,True,25,309,False
11,0,27,3,4130,77,36,40,3,True,True,30,312,False
11,0,20,3,2600,42,56,31,3,True,True,30,329,False
25,0,19,4,7298,157,113,59,2,False,True,25,843,False
11,0,11,4,5295,56,243,27,3,False,True,30,1186,False
11,0,40,0,3903,62,7,22,1,True,True,15,256,False
5,0,40,0,2065,35,271,5,3,True,True,30,1168,False
26,0,40,2,14845,221,40,19,3,True,True,30,762,False
10,0,39,0,15190,178,136,17,2,True,True,25,1303,False
8,0,39,0,11170,150,7,34,4,True,True,45,300,False
5,0,38,1,1373,21,7,2,4,True,True,45,52,False
5,0,38,0,305,6,7,2,4,True,False,45,25,True
26,0,33,2,15780,234,7,67,2,True,True,25,752,False
7,0,36,2,6670,112,257,20,3,False,True,30,1299,False
5,0,28,0,1273,35,16,55,4,True,True,45,72,False
5,0,28,0,305,6,7,2,4,True,False,45,25,False
5,0,11,1,4095,36,201,25,3,True,True,30,969,False
15,0,41,2,4618,78,40,41,1,True,True,15,478,False
16,0,41,3,4195,94,71,34,3,True,True,30,455,False
9,0,41,2,2780,51,324,24,4,True,True,45,880,False
18,0,40,4,9535,133,183,49,3,True,True,30,1118,False
12,0,41,2,14193,181,39,50,3,True,True,30,730,False
12,0,41,3,4935,95,41,31,4,True,True,45,228,False
14,0,40,2,15905,194,189,36,3,True,True,30,1399,False
8,0,40,3,6920,98,225,32,4,True,True,45,737,False
12,0,40,3,11885,166,50,53,4,True,True,45,426,False
13,0,40,3,7138,87,147,43,3,True,True,30,877,False
18,0,39,3,6238,110,65,30,3,True,True,30,513,False
6,0,37,2,3260,34,39,20,4,True,True,45,179,False
6,0,39,2,2088,37,39,12,4,True,True,45,150,False
5,0,39,0,1048,19,48,10,4,True,False,45,146,True
8,0,38,0,2085,56,77,26,4,True,False,45,246,False
11,0,39,2,3200,65,214,29,3,True,True,30,986,False
9,0,30,3,1735,48,232,17,3,False,True,30,999,False
5,0,29,0,1245,22,60,9,4,True,False,45,181,False
7,0,28,2,3645,73,47,29,4,True,True,45,210,False
21,0,20,3,6813,153,124,48,2,False,True,25,871,False
7,0,12,3,4810,52,254,16,3,True,True,30,1210,False
15,0,39,0,4388,66,7,33,1,True,True,15,283,False
8,0,39,0,2583,58,7,31,1,True,True,15,183,False
9,0,39,0,2550,39,260,16,3,True,True,30,1143,False
30,0,39,3,15330,225,29,30,3,True,True,30,738,False
14,0,38,0,15675,182,125,28,2,True,True,25,1276,False
8,0,34,1,6975,97,7,20,4,True,True,45,194,False
5,0,37,0,818,7,7,2,4,True,False,45,38,True
30,0,32,3,16265,238,7,78,2,True,True,25,774,False
11,0,35,3,7155,116,246,31,2,False,True,25,1434,False
9,0,27,0,1758,39,7,66,4,True,True,45,62,False
5,0,27,0,1015,10,7,2,4,True,False,45,43,False
21,0,18,1,6583,141,60,40,1,False,True,15,699,False
17,0,16,0,9123,171,48,38,4,True,True,45,352,False
13,0,17,3,3043,45,7,17,3,True,True,30,151,False
7,0,10,1,4580,40,190,8,3,True,True,30,944,False
8,0,10,1,1678,19,7,5,3,True,True,30,95,True
17,0,40,1,4693,73,17,40,1,True,True,15,355,False
11,0,40,1,2855,46,301,23,3,True,True,30,1320,False
20,0,39,3,9610,128,160,48,3,True,True,30,1029,False
14,0,40,1,14268,176,16,49,3,True,True,30,641,False
16,0,39,1,15980,189,166,35,2,True,True,25,1474,False
14,0,39,2,11960,161,27,52,4,True,True,45,370,False
8,0,38,1,2163,32,16,11,4,True,True,45,94,False
7,0,38,0,1123,14,25,9,4,True,False,45,90,True
32,0,33,4,16570,245,16,85,2,False,True,25,828,False
13,0,36,4,7460,123,287,38,3,False,True,30,1451,False
11,0,29,2,1810,43,209,16,3,False,True,30,910,False
7,0,28,0,1320,17,37,8,4,True,False,45,125,False
15,0,18,4,3347,52,47,24,3,True,True,30,323,False
9,0,11,2,4885,47,231,15,3,True,True,30,1121,False
13,0,40,1,4313,71,0,34,1,True,True,15,241,False
7,0,40,1,2475,44,283,17,3,True,True,30,1232,False
16,0,39,3,9230,126,142,42,3,True,True,30,942,False
28,0,40,4,15255,230,52,31,3,True,True,30,827,False
12,0,39,1,15600,187,148,29,2,True,True,25,1376,False
10,0,39,2,11580,159,9,46,4,True,True,45,315,False
12,0,38,0,2383,49,32,30,4,True,False,45,140,True
4,0,38,1,1783,30,0,5,4,True,True,45,45,False
3,0,38,0,743,12,7,3,4,True,False,45,36,True
28,0,33,4,16190,243,0,79,2,False,True,25,739,False
9,0,36,4,7080,121,269,32,3,False,True,30,1364,False
3,0,28,0,940,15,19,2,4,True,False,45,71,False
11,0,18,4,2967,50,29,18,3,True,True,30,236,False
5,0,11,2,4505,45,213,9,3,True,True,30,1034,False
13,0,35,0,4503,66,0,36,1,True,True,15,251,False
6,0,35,0,2698,58,1,34,1,True,True,15,157,False
7,0,35,0,2665,39,284,19,3,True,True,30,1244,False
28,0,35,3,15445,225,53,33,3,True,True,30,838,False
12,0,34,0,15790,182,149,31,2,True,True,25,1389,False
6,0,30,1,7090,97,13,23,4,True,True,45,212,False
3,0,33,0,933,7,8,5,4,True,False,45,43,True
28,0,28,3,16380,238,0,81,2,True,True,25,747,False
9,0,31,3,7270,116,270,34,2,False,True,25,1547,False
7,0,23,0,1873,39,29,69,4,True,True,45,120,False
3,0,23,0,1130,10,20,4,4,True,False,45,78,False
5,0,15,0,2000,26,27,15,2,True,True,25,212,False
19,0,14,1,6697,141,84,43,1,False,True,15,838,False
15,0,12,0,9237,171,72,41,4,True,True,45,415,False
11,0,13,3,3157,45,30,20,3,True,True,30,248,False
5,0,6,1,4695,40,214,11,3,True,True,30,1045,False
6,0,6,1,1792,19,0,8,3,True,True,30,72,True
17,0,45,2,4503,78,16,38,1,True,True,15,339,False
18,0,45,3,4080,94,47,31,3,True,True,30,354,False
11,0,45,2,2665,51,300,21,4,True,True,45,817,False
20,0,44,4,9420,133,159,46,3,True,True,30,1018,False
14,0,45,3,4820,95,17,28,4,True,True,45,165,False
16,0,45,0,2543,66,23,20,4,True,False,45,122,False
16,0,44,2,15790,194,165,33,3,True,True,30,1299,False
10,0,44,3,6805,98,201,29,4,True,True,45,675,False
14,0,44,3,11770,166,26,50,4,True,True,45,363,False
15,0,44,3,7023,87,123,40,3,True,True,30,776,False
20,0,43,3,6123,110,41,27,3,True,True,30,413,False
8,0,41,2,3145,34,15,17,4,True,True,45,116,False
8,0,43,2,1973,37,15,9,4,True,True,45,87,False
7,0,43,0,933,19,24,7,4,True,False,45,83,True
10,0,42,0,1970,56,53,23,4,True,False,45,183,False
11,0,34,3,1620,48,208,14,3,False,True,30,898,False
7,0,33,0,1130,22,36,6,4,True,False,45,118,False
9,0,32,2,3530,73,23,26,4,True,True,45,147,False
23,0,24,3,6697,153,100,45,2,False,True,25,758,False
9,0,16,3,4695,52,230,13,3,True,True,30,1109,False
10,0,16,3,1792,31,15,10,3,True,True,30,132,True
21,0,41,2,5213,83,16,37,1,True,True,15,379,False
22,0,41,3,4790,99,47,30,3,True,True,30,383,False
15,0,41,2,3375,56,300,20,4,True,True,45,835,False
24,0,40,4,10130,138,159,45,3,True,True,30,1046,False
18,0,41,2,14788,186,15,46,3,True,True,30,658,False
18,0,41,3,5530,100,17,27,4,True,True,45,183,False
20,0,41,0,3253,71,23,19,4,True,False,45,140,False
20,0,40,2,16500,199,165,32,2,True,True,25,1493,False
14,0,40,3,7515,103,201,28,3,True,True,30,1108,False
18,0,40,3,12480,171,26,49,4,True,True,45,381,False
19,0,40,3,7733,92,123,39,2,True,True,25,905,False
24,0,39,3,6833,115,41,26,3,True,True,30,441,False
12,0,39,2,2683,42,15,8,4,True,True,45,105,False
11,0,39,0,1643,24,24,6,4,True,False,45,101,True
14,0,38,0,2680,61,53,22,4,True,False,45,201,False
15,0,30,3,2330,53,208,13,3,False,True,30,927,False
11,0,29,0,1840,27,36,5,4,True,False,45,136,False
27,0,20,3,7407,158,100,44,2,False,True,25,790,False
13,0,12,3,5405,57,230,12,3,True,True,30,1138,False
