Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,0,37,0,2385,16,458,8,3,True,True,30,1928,False
3,0,36,0,14775,171,125,30,2,True,True,25,1235,False
0,0,36,0,6798,116,359,43,2,True,True,25,1926,False
15,0,35,7,9725,82,0,42,4,True,True,45,245,False
3,1,34,0,2280,30,0,16,2,True,False,25,103,True
0,0,32,0,6075,86,0,22,4,True,True,45,154,False
0,0,35,0,0,0,0,0,4,True,False,45,0,True
0,0,35,0,0,0,0,0,5,True,True,55,0,False
19,0,30,2,15365,227,0,80,2,True,True,25,701,False
0,0,33,2,6255,105,246,33,2,False,True,25,1393,False
0,0,25,0,858,28,5,68,4,True,True,45,34,False
0,0,25,0,0,0,0,0,4,True,False,45,0,False
0,0,17,0,985,15,3,14,2,True,True,25,58,False
10,0,16,0,5682,130,60,42,1,False,True,15,649,False
6,0,14,0,8222,160,48,40,4,True,True,45,329,False
2,0,15,2,2142,34,6,19,3,True,True,30,111,False
0,0,8,0,3680,29,190,10,3,True,True,30,908,False
0,0,8,0,777,8,0,7,3,True,True,30,31,True
10,0,37,0,2453,60,359,24,3,True,True,30,1536,False
10,0,38,0,4198,66,1,35,1,True,True,15,240,False
3,0,38,0,2393,58,2,33,1,True,True,15,145,False
4,0,38,0,2360,39,285,18,3,True,True,30,1235,False
9,1,38,0,2238,54,8,17,3,True,False,30,123,False
25,0,38,3,15140,225,54,32,3,True,True,30,830,False
4,0,38,1,3095,27,483,8,3,True,True,30,2056,False
9,0,37,0,15485,182,150,30,2,True,True,25,1380,False
3,0,37,0,7508,127,384,43,2,True,True,25,2071,False
7,0,37,1,11465,154,11,47,4,True,True,45,317,False
21,1,36,8,10435,93,1,42,5,True,True,55,159,False
9,1,35,0,2990,41,9,16,3,True,False,30,157,True
3,0,33,1,6785,97,14,22,5,True,True,55,124,False
0,0,36,0,628,7,9,4,4,True,False,45,38,True
0,0,36,1,338,4,4,2,5,True,True,55,11,False
25,0,31,3,16075,238,0,80,2,True,True,25,734,False
6,0,34,3,6965,116,271,33,2,False,True,25,1538,False
4,1,27,1,1315,36,193,11,2,False,True,25,929,True
4,0,26,0,1568,39,30,68,4,True,True,45,115,False
0,0,26,0,825,10,21,3,4,True,False,45,73,False
16,0,17,1,6392,141,85,42,2,False,True,25,676,False
12,0,15,0,8932,171,73,40,4,True,True,45,410,False
8,0,16,3,2852,45,31,19,3,True,True,30,239,False
2,0,9,1,4390,40,215,10,3,True,True,30,1037,False
3,0,9,1,1487,19,0,7,3,True,True,30,60,True
10,0,37,0,2453,60,359,24,3,True,True,30,1536,False
10,0,38,0,4198,66,1,35,1,True,True,15,240,False
3,0,38,0,2393,58,2,33,1,True,True,15,145,False
4,0,38,0,2360,39,285,18,3,True,True,30,1235,False
9,1,38,0,2238,54,8,17,3,True,False,30,123,False
25,0,38,3,15140,225,54,32,3,True,True,30,830,False
4,0,38,1,3095,27,483,8,3,True,True,30,2056,False
9,0,37,0,15485,182,150,30,2,True,True,25,1380,False
3,0,37,0,7508,127,384,43,2,True,True,25,2071,False
7,0,37,1,11465,154,11,47,4,True,True,45,317,False
23,1,33,0,955,47,16,17,2,True,False,25,117,True
21,0,36,8,10435,93,1,42,5,True,True,55,159,False
13,1,36,1,5818,98,26,24,2,True,True,25,383,True
3,0,33,1,6785,97,14,22,5,True,True,55,124,False
0,0,36,0,628,7,9,4,4,True,False,45,38,True
0,0,36,1,338,4,4,2,5,True,True,55,11,False
25,1,31,3,16075,238,0,80,2,True,True,25,734,False
6,0,34,3,6965,116,271,33,2,False,True,25,1538,False
4,0,26,0,1568,39,30,68,4,True,True,45,115,False
0,0,26,0,825,10,21,3,4,True,False,45,73,False
16,0,17,1,6392,141,85,42,2,False,True,25,676,False
12,0,15,0,8932,171,73,40,4,True,True,45,410,False
8,0,16,3,2852,45,31,19,3,True,True,30,239,False
2,0,9,1,4390,40,215,10,3,True,True,30,1037,False
3,1,9,1,1487,19,0,7,3,True,True,30,60,True
5,0,35,0,2148,54,352,22,2,True,True,25,1683,False
5,0,36,0,3893,60,0,33,1,True,True,15,217,False
0,0,36,0,2088,52,0,31,1,True,True,15,117,False
0,0,36,0,2055,33,278,16,3,True,True,30,1195,False
20,0,36,2,14835,219,47,30,3,True,True,30,790,False
0,0,36,0,2790,21,476,6,3,True,True,30,2016,False
4,0,35,0,15180,176,143,28,2,True,True,25,1334,False
0,0,35,0,7203,121,377,41,2,True,True,25,2026,False
16,0,34,7,10130,87,0,40,4,True,True,45,255,False
8,1,34,0,5513,92,19,22,2,True,True,25,337,True
0,1,34,0,0,0,0,0,3,True,False,30,0,True
0,0,31,0,6480,91,7,20,4,True,True,45,181,False
0,0,34,0,323,1,2,2,4,True,False,45,13,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
20,0,29,2,15770,232,0,78,2,True,True,25,720,False
1,0,32,2,6660,110,264,31,2,False,True,25,1492,False
0,1,25,0,1010,30,186,9,2,False,True,25,883,True
0,0,24,0,1263,33,23,66,4,True,True,45,89,False
0,0,24,0,520,4,14,1,4,True,False,45,48,False
0,0,16,0,1390,20,21,12,2,True,True,25,157,False
11,0,15,0,6088,135,78,40,1,False,True,15,771,False
7,0,13,0,8628,165,66,38,4,True,True,45,384,False
3,0,14,2,2548,39,24,17,3,True,True,30,199,False
0,0,7,0,4085,34,208,8,3,True,True,30,996,False
0,1,7,0,1183,13,0,5,2,True,False,25,53,True
8,0,37,0,2208,57,357,24,2,True,True,25,1708,False
8,0,38,0,3953,63,0,35,1,True,True,15,220,False
1,0,38,0,2148,55,0,33,1,True,True,15,121,False
2,0,38,0,2115,36,283,18,3,True,True,30,1218,False
23,0,38,3,14895,222,52,32,3,True,True,30,812,False
2,0,38,1,2850,24,481,8,3,True,True,30,2038,False
7,0,37,0,15240,179,148,30,2,True,True,25,1359,False
1,0,37,0,7263,124,382,43,2,True,True,25,2051,False
21,1,33,0,710,44,14,17,2,True,True,25,96,True
19,0,36,8,10190,90,0,42,4,True,True,45,257,False
11,1,36,1,5573,95,24,24,2,True,True,25,363,True
7,1,36,0,2023,41,32,31,3,True,True,30,210,True
1,0,33,1,6540,94,12,22,4,True,True,45,195,False
0,0,36,0,383,4,7,4,4,True,True,45,27,True
0,0,36,1,93,1,2,2,5,True,True,55,4,False
23,0,31,3,15830,235,0,80,2,True,True,25,722,False
4,0,34,3,6720,113,269,33,2,False,True,25,1517,False
2,1,27,1,1070,33,191,11,2,False,True,25,909,False
2,0,26,0,1323,36,28,68,4,True,True,45,103,False
0,0,26,0,580,7,19,3,4,True,True,45,62,False
14,1,17,1,6148,138,83,42,1,False,True,15,802,False
10,0,15,0,8688,168,71,40,4,True,True,45,398,False
6,0,16,3,2608,42,29,19,3,True,True,30,222,False
0,0,9,1,4145,37,213,10,3,True,True,30,1019,False
1,1,9,1,1243,16,0,7,3,True,True,30,50,True
2,0,33,0,2088,51,347,20,2,True,True,25,1657,False
0,0,34,0,2028,49,0,29,1,True,True,15,114,False
0,0,34,0,1995,30,273,14,3,True,True,30,1173,False
17,0,34,1,14775,216,42,28,2,True,True,25,863,False
0,0,34,0,2730,18,471,4,3,True,True,30,1993,False
1,0,33,0,15120,173,138,26,2,True,True,25,1309,False
0,0,33,0,7143,118,372,39,2,True,True,25,2000,False
13,0,32,6,10070,84,0,38,4,True,True,45,253,False
5,1,32,0,5453,89,14,20,2,True,True,25,312,True
1,1,31,0,2625,32,0,12,2,True,False,25,119,True
0,1,32,0,0,0,0,0,2,True,False,25,0,True
0,0,29,0,6420,88,2,18,4,True,True,45,167,False
0,0,32,0,0,0,0,0,4,True,True,45,0,False
17,0,27,1,15710,229,0,76,2,True,True,25,717,False
0,0,30,1,6600,107,259,29,2,False,True,25,1467,False
0,0,22,0,1203,30,18,64,4,True,True,45,75,False
0,0,22,0,0,0,9,0,4,True,False,45,22,False
0,0,14,0,1330,17,16,10,2,True,True,25,132,False
8,0,13,0,6028,132,73,38,1,False,True,15,740,False
4,0,11,0,8568,162,61,36,4,True,True,45,370,False
0,0,12,1,2488,36,19,15,3,True,True,30,176,False
0,0,5,0,4025,31,203,6,3,True,True,30,974,False
0,1,5,0,1123,10,0,3,2,True,False,25,50,True
6,0,39,0,2228,56,362,26,2,True,True,25,1731,False
0,0,40,0,2168,54,5,35,1,True,True,15,149,False
0,0,40,0,2135,35,288,20,3,True,True,30,1238,False
21,0,40,3,14915,221,57,34,3,True,True,30,833,False
0,0,40,1,2870,23,486,10,3,True,True,30,2059,False
5,0,39,0,15260,178,153,32,2,True,True,25,1383,False
0,0,39,0,7283,123,387,45,2,True,True,25,2074,False
17,0,38,8,10210,89,4,44,4,False,True,45,267,False
5,1,37,0,2765,37,12,18,2,True,False,25,180,True
0,0,35,1,6560,93,17,24,4,True,True,45,208,False
0,1,38,0,403,3,12,6,4,True,False,45,40,True
0,0,38,1,0,0,7,0,5,True,True,55,10,False
21,0,33,3,15850,234,3,82,2,True,True,25,737,False
2,0,36,3,6740,112,274,35,2,False,True,25,1541,False
0,0,28,0,1343,35,33,70,4,True,True,45,116,False
0,0,28,0,600,6,24,5,4,True,False,45,75,False
12,0,19,1,6168,137,88,44,1,False,True,15,830,False
8,0,17,0,8708,167,76,42,4,True,True,45,411,False
4,0,18,3,2628,41,34,21,3,True,True,30,242,False
0,0,11,1,4165,36,218,12,3,True,True,30,1040,False
0,1,11,1,1263,15,3,9,3,True,True,30,63,True
4,0,31,0,2068,52,342,18,2,True,True,25,1634,False
4,0,32,0,3813,58,0,29,1,True,True,15,212,False
0,0,32,0,2008,50,0,27,1,True,True,15,113,False
0,0,32,0,1975,31,268,12,3,True,True,30,1152,False
19,0,32,1,14755,217,37,26,3,True,True,30,746,False
0,0,32,0,2710,19,466,2,3,True,True,30,1973,False
3,0,31,0,15100,174,133,24,2,True,True,25,1285,False
0,0,31,0,7123,119,367,37,2,True,True,25,1977,False
15,0,30,6,10050,85,0,36,4,True,True,45,253,False
3,1,29,0,2605,33,0,10,2,True,False,25,118,True
0,0,27,0,6400,89,0,16,4,True,True,45,162,False
0,1,30,0,0,0,0,0,4,True,False,45,0,True
0,0,30,0,0,0,0,0,4,True,True,45,0,False
19,0,25,1,15690,230,0,74,2,True,True,25,716,False
0,0,28,1,6580,108,254,27,2,False,True,25,1443,False
0,0,20,0,1183,31,13,62,4,True,True,45,62,False
0,0,20,0,0,0,4,0,4,True,False,45,10,False
0,0,12,0,1310,18,11,8,2,True,True,25,109,False
10,0,11,0,6008,133,68,36,1,False,True,15,711,False
6,0,9,0,8548,163,56,34,4,True,True,45,357,False
2,0,10,1,2468,37,14,13,3,True,True,30,156,False
0,0,3,0,4005,32,198,4,3,True,True,30,953,False
0,0,3,0,1103,11,0,1,2,True,True,25,50,True
10,0,41,0,2408,64,367,28,3,True,True,30,1566,False
10,0,42,0,4153,70,9,39,1,True,True,15,281,False
3,0,42,0,2348,62,10,37,1,True,True,15,187,False
4,0,42,0,2315,43,293,22,3,True,True,30,1266,False
9,1,42,0,2193,58,16,21,3,True,False,30,154,False
25,0,42,3,15095,229,62,36,3,True,True,30,860,False
4,0,42,1,3050,31,491,12,3,True,True,30,2087,False
9,0,41,0,15440,186,158,34,2,True,True,25,1414,False
3,0,41,0,7463,131,392,47,2,True,True,25,2105,False
7,0,41,1,11420,158,19,51,4,True,True,45,336,False
23,1,37,0,910,51,24,21,2,True,False,25,151,True
21,1,40,8,10390,97,9,46,5,False,True,55,170,False
9,1,39,0,2945,45,17,20,3,True,False,30,187,True
3,0,37,1,6740,101,22,26,5,True,True,55,135,False
0,1,40,0,583,11,17,8,4,True,False,45,57,True
0,0,40,1,293,8,12,6,5,True,True,55,22,False
25,0,35,3,16030,242,8,84,2,True,True,25,768,False
6,0,38,3,6920,120,279,37,2,False,True,25,1572,False
4,0,30,0,1523,43,38,72,4,True,True,45,134,False
0,0,30,0,780,14,29,7,4,True,False,45,92,False
12,0,19,0,8888,175,81,44,4,True,True,45,429,False
8,0,20,3,2808,49,39,23,3,True,True,30,270,False
2,0,13,1,4345,44,223,14,3,True,True,30,1067,False
3,0,13,1,1443,23,8,11,3,True,True,30,90,True
0,0,29,0,1888,44,337,16,2,True,True,25,1603,False
0,0,30,0,3633,50,0,27,1,True,True,15,202,False
0,0,30,0,1828,42,0,25,1,True,True,15,102,False
0,0,30,0,1795,23,263,10,3,True,True,30,1124,False
15,0,30,1,14575,209,32,24,2,True,True,25,809,False
0,0,30,0,2530,11,461,7,3,True,True,30,1945,False
0,0,29,0,14920,166,128,22,2,True,True,25,1254,False
0,0,29,0,6943,111,362,35,2,True,True,25,1946,False
13,1,25,0,390,31,0,9,2,True,False,25,18,True
11,0,28,6,9870,77,0,34,4,False,True,45,248,False
0,1,27,0,2425,25,0,8,2,True,False,25,110,True
0,1,28,0,1703,28,12,23,3,True,False,30,117,True
0,0,25,0,6220,81,0,14,4,True,True,45,157,False
0,1,28,0,0,0,0,0,4,True,True,45,0,True
15,0,23,1,15510,222,0,72,2,True,True,25,707,False
0,0,26,1,6400,100,249,25,2,False,True,25,1413,False
0,0,18,0,1003,23,8,60,4,True,True,45,45,False
0,0,18,0,0,0,0,0,4,True,False,45,0,False
0,0,17,0,660,16,0,5,2,True,True,25,30,False
0,0,17,0,2660,45,0,15,3,True,True,30,108,False
0,0,10,0,1130,10,6,6,2,True,True,25,78,False
6,0,9,0,5828,125,63,34,1,False,True,15,673,False
2,0,7,0,8368,155,51,32,4,True,True,45,340,False
0,0,8,1,2288,29,9,11,3,True,True,30,128,False
0,0,3,0,3825,24,193,2,2,True,True,25,1041,False
0,0,3,0,0,0,0,0,2,True,True,25,0,True
7,0,38,0,2328,62,363,27,2,True,True,25,1741,False
7,0,39,0,4073,68,5,38,1,True,True,15,255,False
0,0,39,0,2268,60,6,36,1,True,True,15,161,False
1,0,39,0,2235,41,289,21,3,True,True,30,1247,False
22,0,39,2,15015,227,58,35,3,True,True,30,841,False
1,0,39,0,2970,29,487,11,3,True,True,30,2067,False
6,0,38,0,15360,184,154,33,2,True,True,25,1392,False
0,0,38,0,7383,129,388,46,2,True,True,25,2084,False
20,1,34,0,830,49,20,20,2,True,False,25,129,True
18,0,37,7,10310,95,5,45,4,False,True,45,272,False
6,1,36,0,2865,43,13,19,2,True,False,25,189,True
6,1,37,0,2143,46,38,34,3,True,False,30,239,True
0,0,34,0,6660,99,18,25,4,True,True,45,213,False
0,1,37,0,503,9,13,7,4,True,False,45,45,True
0,0,37,0,213,6,8,5,5,True,True,55,15,False
22,0,32,2,15950,240,4,83,2,True,True,25,746,False
3,0,35,2,6840,118,275,36,2,False,True,25,1550,False
1,0,27,0,1443,41,34,71,4,True,True,45,122,False
0,0,27,0,700,12,25,6,4,True,False,45,80,False
13,0,18,0,6268,143,89,45,1,False,True,15,842,False
9,0,16,0,8808,173,77,43,4,True,True,45,417,False
5,0,17,2,2728,47,35,22,3,True,True,30,251,False
0,0,10,0,4265,42,219,13,3,True,True,30,1048,False
0,1,10,0,1363,21,4,10,2,True,True,25,80,True
3,0,32,0,1968,46,341,17,2,True,True,25,1625,False
3,0,33,0,3713,52,0,28,1,True,True,15,207,False
0,0,33,0,1908,44,0,26,1,True,True,15,107,False
0,0,33,0,1875,25,267,11,3,True,True,30,1144,False
18,0,33,2,14655,211,36,25,3,True,True,30,738,False
0,0,33,0,2610,13,465,1,3,True,True,30,1964,False
2,0,32,0,15000,168,132,23,2,True,True,25,1276,False
0,0,32,0,7023,113,366,36,2,True,True,25,1968,False
14,0,31,7,9950,79,0,35,4,True,True,45,250,False
6,1,31,0,5333,84,8,17,2,True,True,25,279,True
2,1,30,0,2505,27,0,9,2,True,False,25,113,True
0,0,28,0,6300,83,0,15,4,True,True,45,159,False
0,0,31,0,0,0,0,0,4,True,False,45,0,True
0,0,31,0,0,0,0,0,5,True,True,55,0,False
18,0,26,2,15590,224,0,73,2,True,True,25,711,False
0,0,29,2,6480,102,253,26,2,False,True,25,1434,False
0,0,21,0,1083,25,12,61,4,True,True,45,57,False
0,0,21,0,0,0,3,0,4,True,False,45,7,False
0,0,13,0,1210,12,10,7,2,True,True,25,99,False
9,0,12,0,5908,127,67,35,1,False,True,15,700,False
5,0,10,0,8448,157,55,33,4,True,True,45,352,False
1,0,11,2,2368,31,13,12,3,True,True,30,147,False
0,0,4,0,3905,26,197,3,3,True,True,30,945,False
0,0,4,0,1003,5,0,4,2,True,True,25,45,True
9,0,35,1,2748,64,373,37,2,True,True,25,1805,False
9,0,36,1,4493,70,15,48,1,True,True,15,333,False
2,0,36,1,2688,62,16,46,1,True,True,15,239,False
3,0,36,1,2655,43,299,31,3,True,True,30,1303,False
12,0,35,3,9410,125,158,56,3,True,True,30,1013,False
24,0,36,4,15435,229,68,45,3,False,True,30,898,False
3,0,36,2,3390,31,497,21,3,True,True,30,2124,False
8,0,35,1,15780,186,164,43,2,True,True,25,1456,False
0,1,35,0,295,4,14,13,2,True,False,25,76,True
2,0,35,1,7803,131,398,56,2,True,True,25,2148,False
20,0,34,9,10730,97,15,55,4,True,True,45,308,False
8,1,34,0,2563,48,48,44,3,True,False,30,296,True
2,0,31,2,7080,101,28,35,4,True,True,45,249,False
0,0,34,0,923,11,23,17,4,True,False,45,80,True
0,0,34,2,633,8,18,15,5,True,True,55,36,False
24,0,29,4,16370,242,14,93,2,True,True,25,810,False
5,0,32,4,7260,120,285,46,2,False,True,25,1614,False
2,1,33,0,1960,48,52,33,3,True,False,30,288,True
3,0,24,1,1863,43,44,81,4,True,True,45,157,False
0,0,24,0,1120,14,35,16,4,True,False,45,115,False
1,0,16,1,1990,30,42,27,2,True,True,25,279,False
15,0,15,2,6688,145,99,55,1,False,True,15,920,False
11,0,13,1,9228,175,87,53,4,True,True,45,452,False
7,0,14,4,3148,49,45,32,3,True,True,30,307,False
1,0,7,2,4685,44,229,23,3,True,True,30,1105,False
2,1,7,2,1783,23,14,20,3,True,True,30,128,True
1,0,35,0,1548,44,331,7,2,True,True,25,1561,False
1,0,36,0,3293,50,0,18,1,True,True,15,183,False
0,0,36,0,1488,42,0,16,1,True,True,15,84,False
0,0,36,0,1455,23,257,1,3,True,True,30,1087,False
16,0,36,0,14235,209,26,15,3,True,True,30,681,False
0,0,36,0,2190,11,455,5,3,True,True,30,1908,False
0,0,35,0,14580,166,122,13,2,True,True,25,1212,False
0,0,35,0,6603,111,356,26,2,True,True,25,1904,False
12,0,34,5,9530,77,0,25,4,True,True,45,240,False
0,1,34,0,1363,28,6,14,3,True,False,30,79,True
0,0,31,0,5880,81,0,5,4,True,True,45,149,False
0,1,34,0,0,0,0,0,4,True,False,45,0,True
0,0,34,0,0,0,0,0,4,True,True,45,0,False
16,0,29,0,15170,222,0,63,2,True,True,25,692,False
0,0,32,0,6060,100,243,16,2,False,True,25,1370,False
0,0,24,0,663,23,2,51,4,True,True,45,22,False
0,0,24,0,0,0,0,0,4,True,False,45,0,False
0,0,16,0,0,0,0,0,2,True,True,25,0,False
7,0,15,0,5488,125,57,25,1,False,True,15,622,False
3,0,13,0,8028,155,45,23,4,True,True,45,317,False
0,0,14,0,1948,29,3,2,3,True,True,30,91,False
0,0,7,0,3485,24,187,21,3,True,True,30,888,False
0,0,7,0,0,0,0,0,2,True,True,25,0,True
5,0,36,0,2263,60,384,26,3,True,True,30,1628,False
5,0,37,0,4008,66,26,37,1,True,True,15,367,False
0,0,37,0,2170,39,310,20,3,True,True,30,1328,False
20,0,37,3,14950,225,79,34,3,True,True,30,923,False
0,0,37,1,2905,27,508,10,3,True,True,30,2149,False
4,0,36,0,15295,182,175,32,2,True,True,25,1483,False
0,0,36,1,6310,86,211,28,3,True,True,30,1099,False
0,0,36,0,7318,127,409,45,3,True,True,30,1933,False
2,0,36,1,11275,154,36,49,4,True,True,45,375,False
16,0,35,8,10245,93,26,44,5,False,True,55,194,False
8,1,35,1,5628,98,51,26,2,True,True,25,487,True
4,1,34,0,2800,41,34,18,3,True,False,30,249,True
0,0,35,0,1478,25,25,8,4,True,True,45,100,False
0,0,32,1,6595,97,39,24,5,True,True,55,158,False
0,0,35,0,438,7,34,6,4,True,False,45,96,True
0,0,35,1,148,4,29,4,5,True,True,55,45,False
20,0,30,3,15885,238,25,82,2,True,True,25,838,False
1,0,33,3,6775,116,296,35,2,False,True,25,1642,False
0,0,26,1,1125,36,218,13,2,False,True,25,1033,False
0,0,25,0,1378,39,55,70,4,True,True,45,172,False
0,0,25,0,635,10,46,5,4,True,False,45,131,False
0,0,17,0,1505,26,53,16,2,True,True,25,307,False
11,0,16,1,6203,141,110,44,2,False,True,25,780,False
7,0,14,0,8743,171,98,42,5,True,True,55,280,False
3,0,15,3,2663,45,56,21,3,True,True,30,332,False
0,0,8,1,4200,40,240,12,3,True,True,30,1129,False
0,1,8,1,1298,19,25,9,3,True,True,30,152,True
5,0,34,0,2033,48,320,18,2,True,True,25,1533,False
5,0,35,0,3778,54,0,29,1,True,True,15,210,False
0,0,35,0,1973,46,0,27,1,True,True,15,111,False
0,0,35,0,1940,27,246,12,3,True,True,30,1062,False
20,0,35,1,14720,213,15,26,2,True,True,25,739,False
0,0,35,0,2675,15,444,2,3,True,True,30,1883,False
4,0,34,0,15065,170,111,24,2,True,True,25,1185,False
0,0,34,0,7088,115,345,37,2,True,True,25,1876,False
16,0,33,6,10015,81,0,36,4,True,True,45,252,False
4,1,32,0,2570,29,0,10,2,True,False,25,116,True
0,0,30,0,6365,85,0,16,4,True,True,45,161,False
0,0,33,0,0,0,0,0,4,True,True,45,0,False
20,0,28,1,15655,226,0,74,2,True,True,25,714,False
1,0,31,1,6545,104,232,27,2,False,True,25,1343,False
0,0,23,0,1148,27,0,62,4,True,True,45,29,False
0,0,23,0,0,0,0,0,4,True,False,45,0,False
5,0,22,0,805,20,0,7,1,True,True,15,45,False
0,0,15,0,1275,14,0,8,2,True,True,25,58,False
11,0,14,0,5973,129,46,36,1,False,True,15,588,False
7,0,12,0,8513,159,34,34,4,True,True,45,301,False
3,0,13,1,2433,33,0,13,3,True,True,30,98,False
0,0,6,0,3970,28,176,4,2,True,True,25,971,False
0,1,6,0,1068,7,0,1,2,True,True,25,48,True
7,0,35,0,2338,55,361,25,2,True,True,25,1732,False
7,0,36,0,4083,61,3,36,1,True,True,15,244,False
0,0,36,0,2278,53,4,34,1,True,True,15,150,False
1,0,36,0,2245,34,287,19,3,True,True,30,1239,False
6,1,36,0,2123,49,10,18,3,True,False,30,126,False
22,0,36,2,15025,220,56,33,3,True,True,30,833,False
1,0,36,0,2980,22,485,9,3,True,True,30,2060,False
6,0,35,0,15370,177,152,31,2,True,True,25,1383,False
0,0,35,0,7393,122,386,44,2,True,True,25,2075,False
18,0,34,7,10320,88,3,43,4,True,True,45,267,False
6,1,34,0,2153,39,36,32,3,True,False,30,231,True
0,0,31,0,6670,92,16,23,4,True,True,45,209,False
0,0,34,0,513,2,11,5,4,True,False,45,40,True
0,0,34,0,0,0,6,0,5,True,True,55,9,False
22,0,29,2,15960,233,2,81,2,True,True,25,737,False
3,0,32,2,6850,111,273,34,2,False,True,25,1541,False
1,0,24,0,1453,34,32,69,4,True,True,45,117,False
0,0,24,0,710,5,23,4,4,True,False,45,75,False
0,0,16,0,1580,21,30,15,2,True,True,25,207,False
13,0,15,0,6277,136,87,43,1,False,True,15,831,False
9,0,13,0,8817,166,75,41,4,True,True,45,412,False
5,0,14,2,2737,40,33,20,3,True,True,30,243,False
0,0,7,0,4275,35,217,11,3,True,True,30,1040,False
0,1,7,0,1372,14,2,8,2,True,True,25,71,True
3,0,35,0,1958,53,343,19,2,True,True,25,1633,False
0,0,36,0,1898,51,0,28,1,True,True,15,107,False
0,0,36,0,1865,32,269,13,3,True,True,30,1151,False
18,0,36,2,14645,218,38,27,3,True,True,30,746,False
0,0,36,0,2600,20,467,3,3,True,True,30,1972,False
2,0,35,0,14990,175,134,25,2,True,True,25,1285,False
0,0,35,0,7013,120,368,38,2,True,True,25,1976,False
16,1,31,0,460,40,0,12,2,True,False,25,22,True
14,0,34,7,9940,86,0,37,4,True,True,45,250,False
2,1,33,0,2495,34,0,11,2,True,False,25,113,True
0,0,31,0,6290,90,0,17,4,True,True,45,159,False
0,0,34,0,0,0,0,0,4,True,False,45,0,True
0,0,34,0,0,0,0,0,5,True,True,55,0,False
18,0,29,2,15580,231,0,75,2,True,True,25,711,False
0,0,32,2,6470,109,255,28,2,False,True,25,1443,False
0,0,24,0,1073,32,14,63,4,True,True,45,62,False
0,0,24,0,0,0,5,0,4,True,False,45,12,False
0,0,16,0,1200,19,12,9,2,True,True,25,108,False
9,0,15,0,5897,134,69,37,1,False,True,15,711,False
5,0,13,0,8437,164,57,35,4,True,True,45,357,False
1,0,14,2,2357,38,15,14,3,True,True,30,155,False
0,0,7,0,3895,33,199,5,3,True,True,30,953,False
0,0,7,0,992,12,0,2,2,True,True,25,45,True
3,0,30,0,2148,48,344,21,2,True,True,25,1646,False
3,0,31,0,3893,54,0,32,1,True,True,15,217,False
0,0,31,0,2088,46,0,30,1,True,True,15,117,False
0,0,31,0,2055,27,270,15,3,True,True,30,1163,False
18,0,31,1,14835,213,39,29,2,True,True,25,852,False
0,0,31,0,2790,15,468,5,3,True,True,30,1984,False
2,0,30,0,15180,170,135,27,2,True,True,25,1298,False
0,0,30,0,7203,115,369,40,2,True,True,25,1989,False
14,0,29,6,10130,81,0,39,4,True,True,45,255,False
0,0,26,0,6480,85,0,19,4,True,True,45,164,False
0,0,29,0,0,0,0,0,4,True,True,45,0,False
18,0,24,1,15770,226,0,77,2,True,True,25,719,False
0,0,27,1,6660,104,256,30,2,False,True,25,1456,False
0,0,19,0,1263,27,15,65,4,True,True,45,69,False
0,0,19,0,520,4,6,2,4,True,False,45,28,False
3,0,18,0,920,20,4,10,1,True,True,15,73,False
0,0,11,0,1390,14,13,11,2,True,True,25,121,False
9,0,10,0,6087,129,70,39,1,False,True,15,726,False
5,0,8,0,8627,159,58,37,4,True,True,45,364,False
1,0,9,1,2547,33,16,16,3,True,True,30,167,False
0,0,3,0,4085,28,200,7,2,True,True,25,1085,False
0,0,3,0,1182,7,0,4,2,True,True,25,53,True
7,0,40,0,2148,60,360,23,3,True,True,30,1528,False
7,0,41,0,3893,66,2,34,1,True,True,15,228,False
1,0,41,0,2055,39,286,17,3,True,True,30,1227,False
22,0,41,3,14835,225,55,31,3,True,True,30,822,False
1,0,41,1,2790,27,484,7,3,True,True,30,2048,False
6,0,40,0,15180,182,151,29,2,True,True,25,1370,False
0,0,40,0,7203,127,385,42,3,True,True,30,1833,False
4,0,40,1,11160,154,12,46,4,True,True,45,312,False
18,0,39,8,10130,93,2,41,5,True,True,55,156,False
6,1,38,0,2685,41,10,15,3,True,False,30,149,True
0,0,39,0,1363,25,1,5,4,True,True,45,37,False
0,0,36,1,6480,97,15,21,5,True,True,55,121,False
0,0,39,0,323,7,10,3,4,True,False,45,33,True
0,0,39,1,33,4,5,1,5,True,True,55,8,False
22,0,34,3,15770,238,1,79,2,True,True,25,724,False
3,0,37,3,6660,116,272,32,2,False,True,25,1528,False
1,0,29,0,1263,39,31,67,4,True,True,45,110,False
0,0,29,0,520,10,22,2,4,True,False,45,68,False
9,0,18,0,8627,171,74,39,5,True,True,55,242,False
5,0,19,3,2547,45,32,18,3,True,True,30,231,False
0,0,12,1,4085,40,216,9,3,True,True,30,1029,False
0,0,12,1,1182,19,1,6,3,True,True,30,52,True
11,0,36,0,2858,65,360,22,2,True,True,25,1751,False
11,0,37,0,4603,71,2,33,1,True,True,15,268,False
4,0,37,0,2798,63,3,31,1,True,True,15,173,False
5,0,37,0,2765,44,286,16,3,True,True,30,1256,False
